               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.018603,           0.0094267,           0.0035878,             0.97437,             0.96744,             0.98492,             0.88521,            0.012419,           0.0022981,           0.0032888,           0.0055942,           0.0055942,           0.0055942
                 150,            0.018842,           0.0094662,            0.003804,             0.97411,             0.96646,             0.98493,             0.88413,            0.012393,           0.0023013,           0.0033216,           0.0055471,           0.0055471,           0.0055471
                 151,            0.018919,           0.0095072,           0.0037455,             0.97565,             0.96535,             0.98465,              0.8829,            0.012603,           0.0023171,           0.0032661,              0.0055,              0.0055,              0.0055
                 152,            0.018895,            0.009523,           0.0036468,             0.97608,             0.96607,             0.98431,             0.88424,            0.012533,           0.0023144,           0.0033045,           0.0054529,           0.0054529,           0.0054529
                 153,            0.018756,           0.0095126,           0.0038964,             0.97667,              0.9655,             0.98504,              0.8839,            0.012437,           0.0023222,           0.0032582,           0.0054058,           0.0054058,           0.0054058
                 154,            0.018352,            0.009553,           0.0038178,             0.97383,              0.9697,             0.98578,              0.8821,            0.012497,           0.0023259,           0.0032066,           0.0053587,           0.0053587,           0.0053587
                 155,            0.018612,           0.0093696,           0.0038698,             0.97375,             0.96994,             0.98601,             0.88421,            0.012532,           0.0023171,           0.0032123,           0.0053116,           0.0053116,           0.0053116
                 156,            0.018486,           0.0093277,           0.0036478,             0.97251,             0.97119,             0.98591,              0.8848,            0.012476,           0.0023098,            0.003173,           0.0052645,           0.0052645,           0.0052645
                 157,            0.018611,           0.0093841,           0.0038527,             0.97485,             0.96778,             0.98587,             0.88329,            0.012519,           0.0023094,            0.003154,           0.0052174,           0.0052174,           0.0052174
                 158,            0.018336,           0.0093634,           0.0037803,             0.97424,             0.96814,             0.98572,             0.88357,            0.012551,           0.0023021,           0.0031572,           0.0051704,           0.0051704,           0.0051704
                 159,            0.018594,           0.0091926,           0.0036872,             0.96258,             0.98137,             0.98535,              0.8851,            0.012521,            0.002291,           0.0031578,           0.0051234,           0.0051234,           0.0051234
                 160,            0.018532,            0.009386,             0.00375,             0.97607,             0.96863,             0.98522,             0.88345,            0.012497,           0.0022842,           0.0031473,           0.0050765,           0.0050765,           0.0050765
                 161,            0.018761,           0.0094559,           0.0036624,             0.97484,             0.97024,             0.98539,             0.88543,            0.012435,           0.0022831,            0.003103,           0.0050296,           0.0050296,           0.0050296
                 162,            0.018004,            0.009148,           0.0034095,             0.97385,             0.97006,             0.98544,             0.88584,            0.012446,           0.0022857,            0.003109,           0.0049828,           0.0049828,           0.0049828
                 163,            0.018752,           0.0096212,           0.0036717,             0.97523,             0.97124,              0.9852,             0.88481,            0.012408,           0.0022866,           0.0030971,            0.004936,            0.004936,            0.004936
                 164,            0.017921,           0.0092887,           0.0034079,             0.97401,              0.9717,             0.98505,              0.8859,            0.012365,           0.0022929,           0.0031243,           0.0048893,           0.0048893,           0.0048893
                 165,            0.017797,           0.0091471,           0.0035473,             0.97376,               0.971,             0.98547,             0.88775,            0.012375,           0.0022931,           0.0031601,           0.0048426,           0.0048426,           0.0048426
                 166,            0.018032,           0.0091983,           0.0032572,             0.97133,             0.97043,             0.98535,              0.8864,            0.012362,           0.0022929,           0.0032072,            0.004796,            0.004796,            0.004796
                 167,            0.018415,           0.0093509,           0.0036422,             0.96559,             0.97598,             0.98535,             0.88653,            0.012329,           0.0022888,            0.003157,           0.0047495,           0.0047495,           0.0047495
                 168,            0.017985,           0.0092074,           0.0035301,             0.96679,             0.97705,             0.98527,             0.88554,            0.012348,           0.0022836,           0.0031692,           0.0047031,           0.0047031,           0.0047031
                 169,            0.018273,           0.0092228,           0.0035718,             0.96945,             0.97694,             0.98514,             0.88536,            0.012379,           0.0022848,           0.0031874,           0.0046568,           0.0046568,           0.0046568
                 170,            0.017875,           0.0092303,           0.0035409,             0.97018,             0.97685,             0.98486,             0.88596,            0.012455,            0.002287,           0.0032062,           0.0046105,           0.0046105,           0.0046105
                 171,            0.018109,           0.0091404,           0.0036848,             0.97149,             0.97515,             0.98472,             0.88574,            0.012478,           0.0022839,           0.0032268,           0.0045644,           0.0045644,           0.0045644
                 172,            0.017725,           0.0089924,           0.0032759,             0.97224,             0.97456,             0.98468,             0.88631,            0.012489,           0.0022825,           0.0032367,           0.0045184,           0.0045184,           0.0045184
                 173,            0.017865,           0.0090981,           0.0036143,             0.97289,             0.97556,             0.98492,             0.88697,            0.012379,            0.002275,           0.0032234,           0.0044724,           0.0044724,           0.0044724
                 174,             0.01792,           0.0090385,           0.0035169,              0.9727,             0.97641,             0.98447,             0.88776,            0.012394,           0.0022721,           0.0031916,           0.0044266,           0.0044266,           0.0044266
                 175,            0.017924,           0.0091796,           0.0033804,             0.97219,             0.97612,             0.98458,              0.8887,            0.012407,            0.002263,           0.0031834,           0.0043809,           0.0043809,           0.0043809
                 176,            0.017673,           0.0091285,           0.0033703,             0.97083,             0.97814,             0.98457,             0.88944,            0.012279,           0.0022578,           0.0031902,           0.0043353,           0.0043353,           0.0043353
                 177,            0.017359,           0.0089122,            0.003305,             0.97344,             0.97623,             0.98447,             0.89008,            0.012206,           0.0022516,           0.0031696,           0.0042899,           0.0042899,           0.0042899
                 178,            0.017466,           0.0087719,           0.0032677,             0.97204,             0.97863,              0.9846,             0.88854,            0.012174,             0.00225,           0.0031453,           0.0042445,           0.0042445,           0.0042445
                 179,            0.017812,           0.0092061,           0.0033661,             0.97289,             0.97766,             0.98531,             0.88881,            0.012158,           0.0022516,           0.0030998,           0.0041994,           0.0041994,           0.0041994
                 180,            0.017552,           0.0089013,           0.0033841,             0.97228,             0.97804,             0.98547,             0.88796,            0.012134,           0.0022493,           0.0030866,           0.0041543,           0.0041543,           0.0041543
                 181,            0.017727,           0.0089978,           0.0033712,             0.97128,             0.97904,             0.98557,              0.8886,            0.012124,           0.0022532,           0.0030744,           0.0041094,           0.0041094,           0.0041094
                 182,            0.017492,           0.0087618,           0.0033362,             0.96977,             0.98043,             0.98575,              0.8892,            0.012106,           0.0022543,           0.0030799,           0.0040647,           0.0040647,           0.0040647
                 183,            0.017028,           0.0088783,           0.0032497,             0.96746,             0.98363,             0.98581,             0.88933,            0.012063,           0.0022554,           0.0030831,           0.0040201,           0.0040201,           0.0040201
                 184,            0.017436,           0.0088076,            0.003253,             0.96771,              0.9839,             0.98613,             0.89114,            0.012092,           0.0022569,           0.0030939,           0.0039757,           0.0039757,           0.0039757
                 185,            0.017497,           0.0088761,           0.0033332,              0.9685,             0.98398,             0.98625,             0.89138,            0.012082,           0.0022581,           0.0030822,           0.0039314,           0.0039314,           0.0039314
                 186,            0.017508,           0.0090016,           0.0033147,             0.96812,             0.98413,             0.98629,             0.89183,            0.012047,           0.0022564,           0.0030739,           0.0038873,           0.0038873,           0.0038873
                 187,            0.016964,           0.0088823,            0.003066,             0.96934,             0.98358,             0.98614,             0.89094,            0.011978,           0.0022567,           0.0030665,           0.0038434,           0.0038434,           0.0038434
                 188,            0.016871,           0.0088963,           0.0030416,             0.97449,             0.97759,             0.98617,             0.89083,            0.011985,           0.0022541,           0.0030586,           0.0037997,           0.0037997,           0.0037997
                 189,            0.017172,           0.0089387,           0.0032499,              0.9679,             0.98376,             0.98617,             0.89069,             0.01197,           0.0022515,           0.0030512,           0.0037562,           0.0037562,           0.0037562
                 190,            0.017365,           0.0087093,           0.0032979,             0.97532,             0.97586,             0.98622,             0.89144,            0.011999,           0.0022494,           0.0030459,           0.0037128,           0.0037128,           0.0037128
                 191,            0.017104,           0.0086015,           0.0030913,              0.9661,             0.98366,             0.98619,             0.89232,            0.011974,           0.0022468,           0.0030393,           0.0036697,           0.0036697,           0.0036697
                 192,            0.017209,            0.008709,            0.003348,              0.9675,             0.98231,             0.98614,             0.89138,            0.011941,           0.0022432,            0.003027,           0.0036267,           0.0036267,           0.0036267
                 193,            0.017428,           0.0087632,           0.0032901,               0.967,             0.98374,             0.98611,             0.89239,            0.011901,           0.0022415,           0.0030255,            0.003584,            0.003584,            0.003584
                 194,            0.017128,           0.0087221,           0.0033671,             0.97401,             0.97579,             0.98606,             0.89229,            0.011912,           0.0022399,           0.0030346,           0.0035415,           0.0035415,           0.0035415
                 195,             0.01688,           0.0087752,           0.0029898,             0.96831,             0.97978,             0.98606,             0.89217,            0.011933,           0.0022382,           0.0030394,           0.0034991,           0.0034991,           0.0034991
                 196,            0.016904,            0.008692,           0.0030487,             0.96736,             0.98067,             0.98601,             0.89232,            0.011922,           0.0022354,           0.0030513,            0.003457,            0.003457,            0.003457
                 197,            0.017068,           0.0086288,           0.0030712,             0.96497,             0.98064,             0.98599,             0.89275,            0.011898,           0.0022348,           0.0030677,           0.0034152,           0.0034152,           0.0034152
                 198,            0.017015,           0.0086191,           0.0030906,             0.96485,             0.98029,               0.986,             0.89213,            0.011886,           0.0022346,           0.0030803,           0.0033735,           0.0033735,           0.0033735
                 199,            0.017116,           0.0086591,           0.0031652,             0.96461,             0.98044,             0.98515,             0.89105,            0.011878,           0.0022351,           0.0030876,           0.0033321,           0.0033321,           0.0033321
                 200,            0.016548,           0.0085649,           0.0028166,             0.96527,             0.97998,             0.98514,             0.89148,            0.011883,            0.002236,           0.0030994,           0.0032909,           0.0032909,           0.0032909
                 201,             0.01705,           0.0087826,           0.0030191,             0.96558,             0.97925,             0.98527,             0.89116,            0.011896,           0.0022364,            0.003111,             0.00325,             0.00325,             0.00325
                 202,            0.016863,           0.0087145,           0.0029454,             0.96725,             0.97795,             0.98532,             0.89102,            0.011897,           0.0022357,           0.0031279,           0.0032093,           0.0032093,           0.0032093
                 203,             0.01631,           0.0084155,           0.0028824,             0.97824,             0.96727,             0.98533,             0.89015,            0.011913,           0.0022358,           0.0031256,           0.0031689,           0.0031689,           0.0031689
                 204,            0.016615,           0.0086445,           0.0028479,             0.97527,             0.96947,             0.98554,             0.89028,            0.011908,           0.0022353,           0.0031251,           0.0031287,           0.0031287,           0.0031287
                 205,            0.016644,           0.0085047,           0.0030202,             0.97784,             0.96702,             0.98526,              0.8897,             0.01191,           0.0022366,           0.0031285,           0.0030888,           0.0030888,           0.0030888
                 206,            0.017145,           0.0086737,           0.0032945,             0.97454,             0.97026,             0.98539,             0.89032,            0.011915,           0.0022343,           0.0031214,           0.0030491,           0.0030491,           0.0030491
                 207,            0.016551,           0.0084542,           0.0029322,             0.97804,              0.9677,             0.98543,             0.88999,            0.011915,           0.0022314,           0.0031171,           0.0030097,           0.0030097,           0.0030097
                 208,             0.01587,           0.0081522,           0.0027099,             0.97735,             0.96825,             0.98563,             0.88914,            0.011897,           0.0022296,           0.0031208,           0.0029706,           0.0029706,           0.0029706
                 209,            0.017019,           0.0084529,           0.0030922,              0.9767,             0.96878,             0.98539,             0.88972,            0.011862,           0.0022264,           0.0031245,           0.0029318,           0.0029318,           0.0029318
                 210,            0.016368,           0.0083797,           0.0028141,             0.97698,             0.96907,             0.98541,             0.88774,            0.011855,           0.0022241,           0.0031357,           0.0028932,           0.0028932,           0.0028932
                 211,            0.016553,           0.0086259,           0.0029326,              0.9771,             0.96937,             0.98539,             0.88877,            0.011842,           0.0022215,           0.0031552,            0.002855,            0.002855,            0.002855
                 212,            0.016262,           0.0082819,           0.0029496,             0.97771,              0.9684,             0.98529,              0.8887,            0.011807,           0.0022202,           0.0031595,            0.002817,            0.002817,            0.002817
                 213,            0.016368,           0.0084902,           0.0028307,             0.97672,             0.96913,             0.98526,             0.88956,            0.011789,            0.002219,           0.0031584,           0.0027793,           0.0027793,           0.0027793
                 214,            0.016279,           0.0083889,           0.0027889,             0.97393,             0.97125,             0.98531,             0.89014,            0.011772,           0.0022178,           0.0031681,           0.0027419,           0.0027419,           0.0027419
                 215,            0.016683,            0.008426,           0.0028816,             0.97189,             0.97285,             0.98555,              0.8907,            0.011756,           0.0022177,           0.0031702,           0.0027048,           0.0027048,           0.0027048
                 216,            0.016171,           0.0084177,            0.002744,             0.97835,             0.96654,             0.98545,              0.8901,            0.011749,           0.0022152,           0.0031745,           0.0026681,           0.0026681,           0.0026681
                 217,            0.016179,           0.0083013,           0.0028051,             0.97735,             0.96682,             0.98547,             0.89032,            0.011722,           0.0022142,           0.0031751,           0.0026316,           0.0026316,           0.0026316
                 218,            0.016259,           0.0083209,           0.0029062,             0.97635,             0.96719,             0.98537,             0.89069,            0.011716,            0.002215,           0.0031817,           0.0025954,           0.0025954,           0.0025954
                 219,            0.015943,           0.0081271,           0.0027363,             0.97553,             0.96754,             0.98543,             0.89078,            0.011714,           0.0022155,           0.0031818,           0.0025596,           0.0025596,           0.0025596
                 220,             0.01599,           0.0082148,            0.002752,             0.97566,              0.9671,             0.98538,             0.89147,            0.011712,           0.0022161,             0.00319,           0.0025241,           0.0025241,           0.0025241
                 221,            0.016085,           0.0082495,           0.0029206,              0.9756,             0.96693,             0.98508,             0.89165,            0.011707,           0.0022179,            0.003201,           0.0024889,           0.0024889,           0.0024889
                 222,            0.016044,           0.0082501,           0.0029039,             0.97702,             0.96549,             0.98491,             0.89157,            0.011707,           0.0022179,           0.0032086,           0.0024541,           0.0024541,           0.0024541
                 223,            0.016175,           0.0081036,           0.0028059,              0.9757,              0.9674,              0.9848,             0.89138,            0.011699,           0.0022184,           0.0032048,           0.0024195,           0.0024195,           0.0024195
                 224,            0.016015,           0.0083207,           0.0028272,             0.97556,             0.96742,             0.98457,             0.89121,             0.01169,           0.0022207,           0.0032057,           0.0023854,           0.0023854,           0.0023854
                 225,            0.015966,           0.0081529,           0.0027123,             0.97615,             0.96679,             0.98455,             0.89144,            0.011682,            0.002221,           0.0031988,           0.0023515,           0.0023515,           0.0023515
                 226,            0.015744,           0.0081684,           0.0026531,             0.97651,             0.96651,             0.98443,             0.89111,            0.011671,           0.0022229,           0.0031909,            0.002318,            0.002318,            0.002318
                 227,            0.016009,           0.0080789,           0.0027537,             0.97645,             0.96658,             0.98445,             0.89124,            0.011667,           0.0022243,           0.0031873,           0.0022849,           0.0022849,           0.0022849
                 228,            0.015902,           0.0082406,           0.0027759,             0.97657,             0.96605,             0.98444,              0.8918,            0.011655,           0.0022257,           0.0031918,           0.0022521,           0.0022521,           0.0022521
                 229,            0.015409,           0.0078492,           0.0027165,             0.97672,             0.96587,             0.98443,             0.89098,             0.01165,           0.0022261,           0.0031915,           0.0022196,           0.0022196,           0.0022196
                 230,            0.015741,           0.0079392,           0.0027325,             0.97697,             0.96566,             0.98442,             0.89117,            0.011648,           0.0022278,           0.0031876,           0.0021876,           0.0021876,           0.0021876
                 231,             0.01575,           0.0080316,           0.0026256,             0.97705,             0.96568,             0.98444,             0.89109,             0.01165,           0.0022283,           0.0031816,           0.0021558,           0.0021558,           0.0021558
                 232,            0.015831,           0.0082097,           0.0028139,             0.97711,             0.96548,             0.98446,             0.89103,            0.011653,           0.0022274,           0.0031805,           0.0021245,           0.0021245,           0.0021245
                 233,            0.015428,           0.0080352,           0.0026488,             0.97715,             0.96546,             0.98456,              0.8918,             0.01165,           0.0022282,           0.0031837,           0.0020935,           0.0020935,           0.0020935
                 234,            0.015728,           0.0081591,           0.0026241,             0.97734,             0.96536,             0.98459,             0.89093,             0.01165,           0.0022303,           0.0031898,           0.0020629,           0.0020629,           0.0020629
                 235,             0.01516,           0.0077211,           0.0023911,             0.97737,             0.96535,             0.98457,              0.8916,            0.011652,            0.002231,           0.0031879,           0.0020327,           0.0020327,           0.0020327
                 236,            0.015832,           0.0081216,           0.0027223,             0.97728,             0.96545,             0.98459,             0.89084,            0.011659,            0.002231,           0.0031879,           0.0020028,           0.0020028,           0.0020028
                 237,            0.015385,           0.0079587,           0.0026008,             0.97731,             0.96537,             0.98462,             0.89188,            0.011664,           0.0022316,            0.003191,           0.0019734,           0.0019734,           0.0019734
                 238,              0.0152,           0.0081167,           0.0025377,             0.97734,             0.96523,             0.98458,             0.89224,            0.011663,           0.0022313,           0.0031906,           0.0019443,           0.0019443,           0.0019443
                 239,            0.015132,           0.0078834,           0.0024953,             0.97745,             0.96503,             0.98459,             0.89218,            0.011668,           0.0022331,           0.0031869,           0.0019156,           0.0019156,           0.0019156
                 240,            0.015499,           0.0081049,           0.0025968,             0.97748,             0.96502,             0.98467,             0.89223,            0.011669,           0.0022341,           0.0031867,           0.0018873,           0.0018873,           0.0018873
                 241,            0.015693,           0.0081405,           0.0027323,             0.97762,             0.96494,             0.98461,             0.89206,             0.01167,           0.0022348,           0.0031862,           0.0018594,           0.0018594,           0.0018594
                 242,            0.015157,           0.0078711,           0.0025258,             0.97772,             0.96489,             0.98462,             0.89255,            0.011676,           0.0022358,           0.0031865,           0.0018319,           0.0018319,           0.0018319
                 243,            0.015267,            0.007959,           0.0025932,             0.97756,             0.96451,             0.98473,              0.8921,            0.011677,           0.0022348,           0.0031831,           0.0018048,           0.0018048,           0.0018048
                 244,            0.015218,           0.0076788,           0.0024397,             0.97763,             0.96444,             0.98476,             0.89225,            0.011678,           0.0022353,            0.003186,           0.0017781,           0.0017781,           0.0017781
                 245,            0.015191,           0.0079447,           0.0025054,             0.97763,             0.96446,             0.98485,             0.89195,            0.011681,           0.0022376,           0.0031875,           0.0017519,           0.0017519,           0.0017519
                 246,            0.015134,           0.0076755,           0.0023858,             0.97766,             0.96447,             0.98492,             0.89199,            0.011689,           0.0022394,           0.0031863,            0.001726,            0.001726,            0.001726
                 247,             0.01535,           0.0076627,           0.0025122,              0.9777,             0.96442,             0.98484,             0.89206,            0.011693,           0.0022399,           0.0031857,           0.0017005,           0.0017005,           0.0017005
                 248,            0.015342,           0.0077518,           0.0024671,              0.9778,             0.96443,             0.98494,             0.89157,            0.011697,             0.00224,           0.0031871,           0.0016755,           0.0016755,           0.0016755
                 249,             0.01529,           0.0077127,            0.002436,             0.97772,             0.96449,             0.98487,              0.8916,            0.011697,           0.0022401,           0.0031899,           0.0016509,           0.0016509,           0.0016509
                 250,            0.015068,            0.007834,           0.0025047,              0.9786,             0.96296,              0.9847,             0.89183,            0.011699,           0.0022408,           0.0031921,           0.0016267,           0.0016267,           0.0016267
                 251,            0.015296,           0.0078631,           0.0024649,             0.97883,             0.96293,             0.98468,             0.89172,            0.011704,           0.0022435,           0.0031915,           0.0016029,           0.0016029,           0.0016029
                 252,            0.015053,           0.0076915,           0.0023315,             0.97861,             0.96314,              0.9846,              0.8922,            0.011708,           0.0022441,           0.0031902,           0.0015795,           0.0015795,           0.0015795
                 253,             0.01508,           0.0078091,           0.0024981,             0.97864,             0.96312,             0.98456,             0.89201,            0.011706,           0.0022431,           0.0031927,           0.0015566,           0.0015566,           0.0015566
                 254,            0.015143,            0.007841,           0.0024932,             0.97848,             0.96326,              0.9845,             0.89145,            0.011704,           0.0022443,           0.0031932,           0.0015341,           0.0015341,           0.0015341
                 255,            0.014753,           0.0075763,           0.0024356,             0.97812,             0.96356,             0.98438,             0.89243,            0.011704,           0.0022428,           0.0031947,           0.0015121,           0.0015121,           0.0015121
                 256,            0.015274,           0.0078214,           0.0025767,             0.97839,             0.96395,             0.98438,             0.89215,            0.011698,           0.0022447,           0.0031943,           0.0014905,           0.0014905,           0.0014905
                 257,            0.015085,           0.0075467,            0.002376,             0.97839,             0.96399,             0.98433,             0.89257,            0.011696,           0.0022452,           0.0031961,           0.0014693,           0.0014693,           0.0014693
                 258,            0.014951,           0.0076201,           0.0023686,             0.97823,             0.96419,             0.98436,             0.89206,            0.011696,            0.002244,           0.0031962,           0.0014486,           0.0014486,           0.0014486
                 259,            0.014898,           0.0076991,           0.0024269,             0.97799,             0.96446,             0.98428,              0.8923,            0.011693,           0.0022449,           0.0031984,           0.0014283,           0.0014283,           0.0014283
                 260,            0.014735,           0.0077092,           0.0023359,              0.9779,             0.96455,             0.98434,             0.89249,             0.01169,           0.0022461,           0.0031984,           0.0014084,           0.0014084,           0.0014084
                 261,            0.014965,           0.0077829,           0.0024568,             0.97765,             0.96477,             0.98431,             0.89238,             0.01169,           0.0022455,           0.0031986,            0.001389,            0.001389,            0.001389
                 262,            0.014524,           0.0075614,           0.0023207,             0.97753,             0.96495,             0.98436,             0.89251,            0.011684,           0.0022462,           0.0031972,           0.0013701,           0.0013701,           0.0013701
                 263,            0.014597,           0.0077778,           0.0023127,             0.97719,             0.96526,             0.98436,             0.89295,             0.01168,           0.0022468,           0.0031946,           0.0013516,           0.0013516,           0.0013516
                 264,            0.014782,           0.0075163,           0.0024886,             0.97714,             0.96531,             0.98439,             0.89282,            0.011678,           0.0022472,           0.0031934,           0.0013336,           0.0013336,           0.0013336
                 265,            0.014925,           0.0075707,            0.002417,             0.97691,             0.96548,             0.98441,             0.89237,            0.011676,           0.0022477,           0.0031927,            0.001316,            0.001316,            0.001316
                 266,            0.014712,           0.0076761,           0.0023959,             0.97695,             0.96539,             0.98442,             0.89279,            0.011678,           0.0022482,           0.0031969,           0.0012989,           0.0012989,           0.0012989
                 267,            0.014809,           0.0075862,           0.0023521,             0.97826,             0.96415,             0.98436,             0.89307,            0.011675,           0.0022485,           0.0031983,           0.0012822,           0.0012822,           0.0012822
                 268,            0.014293,           0.0075377,           0.0021798,             0.97963,             0.96243,             0.98436,             0.89276,            0.011679,           0.0022479,           0.0032004,            0.001266,            0.001266,            0.001266
                 269,            0.015201,           0.0075324,           0.0025944,             0.97984,              0.9627,             0.98443,             0.89283,            0.011675,           0.0022487,           0.0032018,           0.0012503,           0.0012503,           0.0012503
                 270,            0.014381,           0.0074921,             0.00221,              0.9799,             0.96265,             0.98447,             0.89263,            0.011671,           0.0022493,           0.0032059,            0.001235,            0.001235,            0.001235
                 271,            0.014583,           0.0075597,           0.0022052,             0.97969,             0.96248,             0.98436,             0.89191,            0.011668,           0.0022502,            0.003208,           0.0012202,           0.0012202,           0.0012202
                 272,            0.014764,           0.0076311,           0.0023903,             0.97968,             0.96249,              0.9843,             0.89218,            0.011668,           0.0022519,           0.0032103,           0.0012059,           0.0012059,           0.0012059
                 273,            0.014986,           0.0076463,           0.0025125,             0.97973,             0.96246,             0.98429,             0.89205,            0.011669,           0.0022516,           0.0032129,           0.0011921,           0.0011921,           0.0011921
                 274,             0.01443,              0.0074,            0.002201,             0.97979,             0.96242,              0.9843,              0.8926,            0.011665,           0.0022529,           0.0032116,           0.0011787,           0.0011787,           0.0011787
                 275,            0.013896,           0.0073799,           0.0020834,             0.97973,             0.96248,             0.98425,             0.89192,            0.011663,           0.0022534,           0.0032132,           0.0011658,           0.0011658,           0.0011658
                 276,            0.014395,           0.0075403,           0.0023467,             0.97983,             0.96235,             0.98427,             0.89182,             0.01166,           0.0022554,           0.0032148,           0.0011533,           0.0011533,           0.0011533
                 277,            0.014498,           0.0075591,           0.0022434,             0.97993,             0.96222,              0.9843,             0.89225,            0.011659,           0.0022542,           0.0032168,           0.0011414,           0.0011414,           0.0011414
                 278,            0.014358,           0.0074818,           0.0021998,             0.97987,             0.96231,             0.98429,             0.89233,            0.011655,           0.0022551,           0.0032173,           0.0011299,           0.0011299,           0.0011299
                 279,            0.014695,           0.0074404,           0.0023259,             0.97998,             0.96223,             0.98432,             0.89258,            0.011656,           0.0022558,             0.00322,           0.0011189,           0.0011189,           0.0011189
                 280,            0.014448,           0.0074864,           0.0022908,             0.97992,             0.96227,             0.98424,             0.89252,            0.011657,           0.0022573,           0.0032218,           0.0011084,           0.0011084,           0.0011084
                 281,            0.014348,           0.0073418,           0.0022308,             0.97852,             0.96354,             0.98433,             0.89265,            0.011657,           0.0022582,           0.0032229,           0.0010983,           0.0010983,           0.0010983
                 282,            0.014549,           0.0074354,            0.002215,             0.97859,             0.96351,             0.98429,             0.89229,            0.011653,           0.0022594,            0.003222,           0.0010888,           0.0010888,           0.0010888
                 283,            0.014121,           0.0073651,           0.0022262,             0.97864,             0.96351,             0.98444,             0.89248,            0.011648,           0.0022587,            0.003219,           0.0010797,           0.0010797,           0.0010797
                 284,            0.014324,           0.0076648,           0.0023537,              0.9787,             0.96349,             0.98435,             0.89243,            0.011644,           0.0022597,           0.0032229,           0.0010711,           0.0010711,           0.0010711
                 285,            0.014626,           0.0074667,           0.0022964,             0.97875,             0.96345,              0.9844,             0.89237,             0.01164,            0.002261,           0.0032264,            0.001063,            0.001063,            0.001063
                 286,            0.014205,            0.007324,           0.0021906,             0.97891,             0.96332,             0.98436,             0.89263,            0.011637,           0.0022614,           0.0032297,           0.0010554,           0.0010554,           0.0010554
                 287,            0.014144,           0.0072565,           0.0021818,             0.97903,             0.96323,             0.98437,             0.89238,            0.011634,           0.0022611,           0.0032308,           0.0010483,           0.0010483,           0.0010483
                 288,            0.014384,           0.0070921,           0.0022555,             0.97907,             0.96321,             0.98439,             0.89235,            0.011628,           0.0022631,           0.0032329,           0.0010416,           0.0010416,           0.0010416
                 289,            0.014191,           0.0073093,           0.0021544,              0.9791,              0.9632,             0.98452,             0.89227,            0.011628,           0.0022631,           0.0032311,           0.0010355,           0.0010355,           0.0010355
                 290,            0.014305,           0.0073562,           0.0022076,             0.97915,             0.96313,             0.98447,             0.89239,            0.011622,           0.0022642,           0.0032321,           0.0010298,           0.0010298,           0.0010298
                 291,            0.014463,           0.0074129,           0.0022257,              0.9792,              0.9631,             0.98446,             0.89271,            0.011618,           0.0022634,            0.003234,           0.0010247,           0.0010247,           0.0010247
                 292,            0.014498,           0.0073784,           0.0022947,             0.97925,             0.96309,             0.98445,             0.89259,            0.011616,           0.0022631,           0.0032329,             0.00102,             0.00102,             0.00102
                 293,            0.014195,           0.0073833,           0.0021848,              0.9792,             0.96309,             0.98448,             0.89239,            0.011615,           0.0022661,           0.0032343,           0.0010158,           0.0010158,           0.0010158
                 294,            0.014202,           0.0072578,           0.0021075,             0.97917,              0.9631,             0.98444,             0.89213,            0.011614,           0.0022668,            0.003239,           0.0010121,           0.0010121,           0.0010121
                 295,            0.014248,           0.0075186,           0.0022257,             0.97913,             0.96313,             0.98444,             0.89261,            0.011613,           0.0022677,           0.0032392,           0.0010089,           0.0010089,           0.0010089
                 296,            0.014178,           0.0073153,           0.0022668,             0.97919,             0.96307,             0.98443,             0.89248,            0.011613,           0.0022687,           0.0032398,           0.0010062,           0.0010062,           0.0010062
                 297,            0.014278,           0.0073333,           0.0022304,             0.97926,             0.96303,             0.98442,             0.89253,            0.011611,           0.0022693,           0.0032422,           0.0010039,           0.0010039,           0.0010039
                 298,            0.014305,           0.0074629,           0.0022149,             0.97924,             0.96307,             0.98441,             0.89204,            0.011614,           0.0022691,            0.003244,           0.0010022,           0.0010022,           0.0010022
                 299,            0.013989,           0.0071349,           0.0020566,              0.9792,             0.96312,             0.98437,             0.89228,             0.01161,           0.0022702,           0.0032451,            0.001001,            0.001001,            0.001001
